map                   	SemSearch_LS-50	0.5870
map                   	SemSearch_LS-6	0.2280
map                   	SemSearch_LS-7	0.0753
map                   	SemSearch_LS-8	0.2010
map                   	SemSearch_LS-9	0.1718
map                   	TREC_Entity-1	0.0180
map                   	TREC_Entity-10	0.0455
map                   	TREC_Entity-11	0.0733
map                   	TREC_Entity-12	0.0594
map                   	TREC_Entity-14	0.2581
map                   	TREC_Entity-15	0.0190
map                   	TREC_Entity-16	0.0000
map                   	TREC_Entity-17	0.2937
map                   	TREC_Entity-18	0.4944
map                   	TREC_Entity-19	0.0417
map                   	TREC_Entity-2	0.2250
map                   	TREC_Entity-20	0.6119
map                   	TREC_Entity-4	0.3014
map                   	TREC_Entity-5	0.3442
map                   	TREC_Entity-6	0.1335
map                   	TREC_Entity-7	0.0199
map                   	TREC_Entity-9	0.3784
